1,68,481
2,33,482
3,70,484
4,64,486
5,97,486
6,26,486
7,70,491
8,34,487
9,59,487
10,128,489
11,92,491
12,115,492
13,72,492
14,53,493
15,95,494
16,91,495
17,59,511
18,18,495
19,57,495
20,68,495
21,96,496
22,56,497
23,45,497
24,125,498
25,71,498
26,87,499
27,117,499
28,61,500
29,14,500
30,35,500
31,67,501
32,83,501
33,95,715
34,71,706
35,70,503
36,92,525
37,1,504
38,9,505
39,122,505
40,34,506
41,68,509
42,14,682
43,46,506
44,50,508
45,113,508
46,72,508
47,91,508
48,69,509
49,14,509
50,93,510
51,87,510
52,88,511
53,113,511
54,119,511
55,91,519
56,14,712
57,12,512
58,17,513
59,1,545
60,108,514
61,40,514
62,12,514
63,53,651
64,125,767
65,80,516
66,72,516
67,122,516
68,101,516
69,30,516
70,8,516
71,26,613
72,107,517
73,85,518
74,126,518
75,10,518
76,45,540
77,14,519
78,117,696
79,50,646
80,126,1358
81,128,520
82,63,521
83,85,646
84,126,1424
85,9,521
86,14,742
87,54,521
88,55,522
89,54,522
90,133,522
91,121,522
92,21,523
93,50,523
94,88,523
95,81,524
96,5,524
97,45,524
98,10,524
99,97,524
100,74,524
101,53,809
102,50,526
103,70,526
104,84,526
105,59,526
106,80,526
107,92,546
108,48,526
109,130,527
110,84,527
111,17,527
112,52,527
113,119,772
114,84,678
115,5,528
116,121,528
117,71,914
118,81,528
119,21,715
120,97,528
121,50,2089
122,76,529
123,109,529
124,52,847
125,91,529
126,45,583
127,125,903
128,21,530
129,9,536
130,54,539
131,115,530
132,107,531
133,63,616
134,85,2067
135,122,531
136,105,532
137,52,854
138,54,532
139,101,532
140,132,532
141,84,676
142,108,533
143,35,533
144,12,533
145,70,534
146,92,609
147,28,534
148,30,534
149,51,534
150,40,535
151,7,535
152,47,535
153,122,548
154,30,536
155,60,536
156,46,536
157,83,536
158,97,536
159,52,861
160,81,1856
161,5,536
162,101,537
163,14,753
164,59,537
165,19,538
166,26,1976
167,46,556
168,59,561
169,74,538
170,12,571
171,84,538
172,17,571
173,109,539
174,108,765
175,32,539
176,73,539
177,8,613
178,64,540
179,74,540
180,5,540
181,91,540
182,128,540
183,35,540
184,17,1601
185,28,541
186,51,541
187,59,577
188,53,541
189,105,541
190,87,541
191,17,640
192,32,541
193,52,541
194,95,936
195,130,542
196,89,542
197,108,1016
198,111,542
199,71,1040
200,68,542
201,120,542
202,61,589
203,94,542
204,75,542
205,41,542
