1,51,481
2,9,482
3,91,484
4,24,486
5,7,486
6,113,486
7,70,486
8,13,487
9,59,487
10,40,489
11,92,491
12,115,492
13,23,492
14,53,493
15,45,494
16,91,498
17,54,495
18,18,495
19,54,495
20,14,495
21,96,496
22,8,497
23,115,497
24,125,498
25,105,498
26,17,499
27,55,499
28,61,500
29,26,500
30,39,500
31,67,501
32,83,501
33,46,501
34,71,503
35,70,503
36,113,503
37,1,504
38,14,506
39,5,505
40,34,506
41,68,506
42,14,506
43,95,506
44,31,508
45,84,508
46,72,508
47,91,508
48,51,509
49,14,509
50,100,510
51,87,510
52,88,511
53,113,580
54,51,525
55,91,519
56,14,536
57,12,512
58,17,1529
59,1,545
60,8,514
61,40,514
62,84,514
63,46,515
64,125,767
65,53,516
66,72,516
67,122,516
68,50,516
69,30,516
70,9,516
71,26,517
72,54,517
73,87,518
74,1,518
75,78,518
76,115,518
77,84,659
78,117,519
79,123,519
80,126,519
81,7,520
82,63,521
83,59,521
84,126,585
85,131,521
86,50,528
87,91,521
88,55,614
89,35,522
90,13,522
91,121,522
92,11,523
93,50,523
94,88,523
95,116,524
96,27,524
97,45,537
98,80,524
99,97,524
100,74,524
101,52,525
102,50,526
103,70,526
104,84,526
105,14,539
106,26,1880
107,92,526
108,48,526
109,130,527
110,87,616
111,17,527
112,7,577
113,119,527
114,87,527
115,40,528
116,60,528
117,71,711
118,14,556
119,68,528
120,40,610
121,50,2089
122,76,529
123,109,529
124,32,529
125,113,630
126,45,529
127,125,903
128,21,530
129,9,530
130,54,530
131,115,530
132,107,531
133,4,531
134,22,531
135,73,531
136,127,532
137,52,532
138,54,532
139,113,532
140,106,532
141,84,676
142,95,727
143,35,562
144,105,760
145,70,534
146,92,589
147,42,534
148,30,534
149,92,534
150,68,535
151,7,611
152,99,535
153,122,535
154,53,2035
155,60,536
156,108,536
157,83,536
158,91,606
159,52,539
160,119,536
161,92,596
162,14,688
163,46,537
164,129,537
165,123,538
166,13,538
167,46,538
168,69,538
169,66,538
170,12,538
171,84,665
172,17,571
173,89,539
174,108,539
175,14,566
176,73,668
177,52,540
178,123,603
179,125,1078
180,92,541
181,92,591
182,7,605
183,119,664
184,17,1601
185,28,541
186,56,541
187,59,585
188,8,898
189,105,1022
190,109,541
191,17,1656
192,32,555
193,52,541
194,46,558
195,62,542
196,89,548
197,14,596
198,20,542
199,71,837
200,68,542
201,120,542
202,61,589
203,94,542
204,75,542
205,125,542
206,29,542
207,94,543
208,105,543
209,62,543
210,65,543
211,23,543
212,109,684
213,6,543
214,115,544
215,3,544
216,7,544
217,13,581
218,4,545
219,85,545
220,89,559
221,74,604
222,70,545
223,95,545
224,85,546
225,105,805
226,8,546
227,12,584
228,16,546
229,1,546
230,8,1282
231,34,546
232,42,546
233,120,547
234,62,1957
235,107,547
236,56,547
237,51,547
238,14,870
239,32,547
240,97,547
241,113,622
242,71,932
243,122,548
244,35,548
245,45,558
246,92,603
247,50,2101
248,122,657
249,133,549
250,34,549
251,45,549
252,8,1466
253,69,1597
254,45,925
255,118,549
256,39,550
257,14,626
258,108,790
259,78,550
260,81,550
261,92,550
262,123,550
263,99,550
264,85,550
265,46,550
266,101,550
267,113,693
268,12,550
269,83,752
270,78,655
271,63,616
272,115,551
273,18,551
274,129,560
275,97,922
276,108,787
277,46,557
278,91,552
279,130,552
280,87,576
281,97,931
282,3,552
283,68,561
284,113,816
285,45,968
286,68,738
287,18,552
288,30,552
289,9,644
290,52,654
291,48,552
292,97,994
293,84,826
294,87,784
295,5,553
296,125,553
297,67,662
298,61,553
299,31,581
300,54,553
301,35,553
302,131,553
303,25,553
304,67,553
305,23,733
306,27,554
307,132,554
308,75,554
309,64,554
310,53,554
311,72,554
312,87,649
313,115,554
314,17,1678
315,6,635
316,113,757
317,29,562
318,53,3329
319,27,554
320,29,554
321,54,570
322,107,554
323,46,578
324,1,554
325,57,554
326,108,859
327,49,554
328,38,555
329,9,750
330,52,555
331,101,555
332,8,1850
333,26,555
334,80,555
335,94,560
336,73,767
337,113,943
338,5,560
339,110,555
340,91,556
341,84,816
342,62,591
343,38,3265
344,77,556
345,34,556
346,14,900
347,86,556
348,19,556
349,71,556
350,7,635
351,5,1348
352,113,1014
353,15,556
354,52,556
355,5,1461
356,33,557
357,34,1140
358,127,1723
359,84,746
360,59,557
361,27,557
362,6,557
363,57,558
364,87,733
365,119,906
366,107,584
367,23,935
368,128,558
369,69,558
370,31,558
371,120,787
372,48,558
373,34,1147
374,14,780
375,92,610
376,68,838
377,115,764
378,58,559
379,72,1682
380,82,559
381,14,637
382,14,911
383,123,647
384,34,1731
385,7,650
386,32,581
387,54,583
388,116,689
389,113,651
390,46,674
391,127,560
392,45,623
393,54,560
394,72,2099
395,119,868
396,68,562
397,72,645
398,89,560
399,57,914
400,91,659
401,78,561
402,120,561
403,41,561
404,80,601
405,86,642
406,6,863
407,89,561
408,88,561
409,92,612
410,84,897
411,24,562
412,51,562
413,68,867
414,14,962
415,65,562
416,108,562
417,81,562
418,21,562
419,32,972
420,14,664
421,57,563
422,38,563
423,53,712
424,74,777
425,72,799
426,50,2239
427,99,766
428,88,636
429,116,563
430,52,941
431,127,2914
432,40,563
433,102,564
434,115,880
435,13,613
436,5,564
437,122,798
438,6,666
439,17,564
440,9,781
441,53,651
442,113,847
443,103,564
444,95,948
445,117,564
446,73,564
447,27,571
448,80,565
449,110,565
450,83,914
451,30,705
452,86,565
453,46,694
454,33,565
455,45,1011
456,46,688
457,31,635
458,47,566
459,49,566
460,82,566
461,53,3487
462,109,566
463,3,566
464,26,1903
465,86,566
466,40,627
467,88,567
468,13,693
469,107,686
470,1,587
471,19,567
472,115,996
473,108,813
474,115,567
475,116,916
476,101,567
477,99,567
478,123,860
479,120,813
480,34,2322
481,120,723
482,45,1022
483,71,764
484,113,1057
485,116,568
486,91,688
487,1,640
488,52,661
489,104,568
490,64,568
491,64,595
492,89,572
493,45,666
494,101,568
495,85,606
496,46,714
497,95,1169
498,34,569
499,48,569
500,8,943
501,54,597
502,35,569
503,14,693
504,115,1001
505,60,569
506,10,569
507,95,1390
508,73,774
509,66,569
510,51,616
511,113,1147
512,109,745
513,116,634
514,124,570
515,95,1611
516,116,1024
517,72,2113
518,52,948
519,101,614
520,84,1048
521,52,570
522,6,984
523,116,742
524,55,571
525,116,1146
526,52,577
527,85,619
528,35,890
529,48,1507
530,113,1554
531,45,709
532,53,716
533,26,1911
534,16,572
535,1,689
536,69,1611
537,23,1154
538,8,930
539,7,793
540,70,572
541,105,1067
542,128,615
543,84,1199
544,23,572
545,34,1160
546,108,1110
547,51,572
548,89,587
549,70,594
550,108,1064
551,70,573
552,53,874
553,51,642
554,76,573
555,78,710
556,58,573
557,74,906
558,78,576
559,51,1451
560,115,574
561,61,678
562,117,574
563,51,578
564,49,574
565,108,1041
566,115,1006
567,78,591
568,83,575
569,53,1032
570,52,955
571,1,575
572,53,1190
573,66,757
574,117,604
575,132,575
576,14,704
577,29,575
578,123,597
579,32,998
580,5,1477
581,7,643
582,78,577
583,1,594
584,59,716
585,70,648
586,103,576
587,10,576
588,54,577
589,11,2218
590,53,1348
591,91,576
592,67,576
593,40,778
594,97,1018
595,55,576
596,95,576
597,46,708
598,113,843
599,47,577
600,111,577
601,125,586
602,60,615
603,75,658
604,53,1506
605,70,634
606,46,782
607,94,578
608,12,685
609,42,578
610,109,866
611,50,578
612,95,766
613,35,970
614,53,3645
615,10,578
616,80,578
617,128,578
618,68,578
619,132,586
620,64,615
621,107,716
622,50,579
623,7,754
624,23,804
625,23,1373
626,75,739
627,51,623
628,45,579
629,129,579
630,48,579
631,32,1364
632,97,622
633,71,873
634,83,953
635,43,579
636,7,845
637,94,579
638,17,1594
639,108,1588
640,14,941
641,29,640
642,19,580
643,129,612
644,105,580
645,95,2097
646,46,580
647,95,987
648,17,1721
649,70,693
650,108,1361
651,108,1839
652,108,1611
653,68,771
654,5,581
655,130,581
656,5,1184
657,51,1520
658,130,581
659,50,625
660,105,842
661,113,1681
662,59,582
663,108,2090
664,33,788
665,35,1010
666,23,582
667,91,702
668,130,594
669,78,737
670,64,582
671,46,733
672,87,922
673,8,2234
674,9,812
675,120,910
676,105,1104
677,61,779
678,94,593
679,96,583
680,6,1212
681,52,776
682,128,656
683,5,2097
684,92,619
685,95,797
686,68,607
687,110,609
688,97,1887
689,105,1330
690,85,606
691,42,659
692,45,720
693,95,1283
694,54,621
695,46,862
696,18,584
697,11,584
698,74,1171
699,52,783
700,47,802
701,12,622
702,45,811
703,127,4105
704,8,1327
705,110,805
706,52,962
707,81,585
708,14,1081
709,123,907
710,116,629
711,51,586
712,88,594
713,64,594
714,83,1402
715,14,734
716,86,652
717,84,1350
718,91,755
719,127,586
720,6,986
721,12,660
722,79,586
723,65,942
724,51,649
725,9,940
726,107,723
727,64,620
728,7,688
729,46,600
730,23,1592
731,53,1664
732,19,587
733,119,587
734,129,587
735,71,587
736,9,587
737,51,1536
738,21,846
739,117,631
740,119,1119
741,101,616
742,115,588
743,53,1822
744,17,1733
745,113,914
746,1,738
747,120,799
748,111,1024
749,7,779
750,127,588
751,54,644
752,62,588
753,123,640
754,113,1752
755,13,588
756,70,588
757,9,1112
758,130,619
759,21,1052
760,44,589
761,64,634
762,26,1994
763,26,638
764,55,633
765,87,593
766,55,824
767,113,918
768,91,620
769,12,589
770,85,589
771,112,590
772,9,1011
773,95,1504
774,52,969
775,8,1314
776,52,952
777,8,2618
778,45,622
779,113,1041
780,109,814
781,70,738
782,26,651
783,46,729
784,11,3913
785,78,1088
786,23,1006
787,35,626
788,64,839
789,48,591
790,87,952
791,21,1368
792,115,591
793,81,1846
794,75,591
795,35,1090
796,56,993
797,44,591
798,115,596
799,13,607
800,118,726
801,88,643
802,119,780
803,68,785
804,119,1023
805,81,592
806,48,776
807,63,872
808,74,592
809,23,1225
810,130,595
811,91,775
812,69,2670
813,28,668
814,6,592
815,9,1231
816,122,593
817,55,862
818,125,1437
819,34,1751
820,23,814
821,102,593
822,92,631
823,108,1862
824,78,1429
825,51,1544
826,8,3069
827,7,870
828,53,870
829,51,1552
830,88,610
831,23,1661
832,45,668
833,119,2415
834,130,669
835,48,792
836,8,1698
837,52,830
838,14,971
839,5,1191
840,117,673
841,21,594
842,101,595
843,129,1172
844,103,595
845,24,595
846,122,979
847,21,713
848,52,976
849,127,598
850,46,802
851,91,640
852,118,595
853,32,607
854,102,595
855,48,797
856,53,3690
857,51,602
858,64,995
859,113,1233
860,73,595
861,47,1038
862,130,596
863,39,596
864,88,596
865,88,625
866,84,927
867,95,1725
868,50,596
869,95,1208
870,101,628
871,39,608
872,95,1859
873,8,1711
874,47,1274
875,73,908
876,26,699
877,75,1809
878,130,632
879,38,4896
880,106,596
881,27,596
